issue_number,issue_title,issue_body_md,issue_body_plain,issue_created_at,issue_author_id,issue_author_association,issue_label_ids,pull_number,pull_created_at,pull_merged_at,pull_comments,pull_review_comments,pull_commits,pull_additions,pull_deletions,pull_changed_files
932,shim: fix deadlock,"This PR updates https://github.com/containerd/containerd/issues/869 but not completely fix the issue.

Now `ctr exec` works with long-running task e.g. `sleep 3`.

For a short task e.g. `touch /foo`, the task can be executed, but task.Event_EXIT cannot happen (and makes CLI hanging), because the task is not yet registered to the reaper when the task exits.


Signed-off-by: Akihiro Suda <suda.akihiro@lab.ntt.co.jp>","This PR updates https://github.com/containerd/containerd/issues/869 but not completely fix the issue.
Now ctr exec works with long-running task e.g. sleep 3.
For a short task e.g. touch /foo, the task can be executed, but task.Event_EXIT cannot happen (and makes CLI hanging), because the task is not yet registered to the reaper when the task exits.
Signed-off-by: Akihiro Suda suda.akihiro@lab.ntt.co.jp",1495902107,9248427,5,,940,1496254665,1496257193,4,8,1,234,14,5
869,ctr exec hangs,"Running `ctr exec --id <foo> -t /bin/sh` hangs indefinitely.

We initially found this in LinuxKit: https://github.com/linuxkit/linuxkit/issues/1837 which currently uses commit `ac50e77bbb440dcab354a328c79754e2502b79ca` of `runc` and commit `b53105ed253b99f8b63809e704f23819dce9776e` of `containerd`, but I can reproduce with:
```
# runc -v
runc version 1.0.0-rc3
commit: c1287819af73a4408e089a358d28d18f6adb7dfc
spec: 1.0.0-rc5
# containerd -v
containerd github.com/containerd/containerd fae11b6
```

Steps to reproduce (after compiling from source as per README) executed in different windows:
```
containerd -l debug
dist pull docker.io/library/nginx:latest
ctr run --id foobar -t docker.io/library/nginx:latest /bin/sh
ctr exec --id foobar -t /bin/sh
```","Running ctr exec --id <foo> -t /bin/sh hangs indefinitely.
We initially found this in LinuxKit: https://github.com/linuxkit/linuxkit/issues/1837 which currently uses commit ac50e77bbb440dcab354a328c79754e2502b79ca of runc and commit b53105ed253b99f8b63809e704f23819dce9776e of containerd, but I can reproduce with:
```
runc -v
runc version 1.0.0-rc3
commit: c1287819af73a4408e089a358d28d18f6adb7dfc
spec: 1.0.0-rc5
containerd -v
containerd github.com/containerd/containerd fae11b6
```
Steps to reproduce (after compiling from source as per README) executed in different windows:
containerd -l debug
dist pull docker.io/library/nginx:latest
ctr run --id foobar -t docker.io/library/nginx:latest /bin/sh
ctr exec --id foobar -t /bin/sh",1495034328,3338098,1,,940,1496254665,1496257193,4,8,1,234,14,5
785,api: converge events subsystem,"Currently, the [`ContainerService`](https://github.com/containerd/containerd/blob/master/api/services/execution/execution.proto#L19) has an `Events` method that emits events for container lifecycle operations. The intent of this issue is to bring that event system to the wider subsystems.

The current [`Event`](https://github.com/containerd/containerd/blob/master/api/types/container/container.proto#L39) type is specific to execution related use cases.

We also have a package to allow the emission of events through a [common, context-based interface](https://github.com/containerd/containerd/blob/master/events/poster.go). Event emitters should leverage this interface to decouple the event emission code from event propagation. We should make it easy to setup a context with an event emitter that allows all subsystems to send out events.

The key to this work is defining a common envelope for emitting events. The current type, [`events.Envelope`](https://github.com/containerd/containerd/blob/master/events/events.go#L5.) defines some of the necessary parts but we'll need to define a protobuf version, as well. We can start with something like this:

```
type Envelope struct {
  Timestamp time.Time
  Topic string // defines slash-oriented topic-heirarchy
  Event interface{}
}
```

We can match this with a protobuf type as follows:

```protobuf
message Envelope {
  Timestamp timestamp = 1;
  string topic = 2;
  google.protobuf.Any event = 3;
}
```

Events can be filtered by topic. Let's say we have the following topics:

```
/service/container/exit
/service/container/oom
/service/content/write
/service/image/register
/plugin/register
/plugin/error
```

One could select all events from services with the following event filter, based on glob matching:

```
/service/**
```

If you want to know which plugins are registered, you could push in a filter like this:

```
/plugin/register
```

Effectively, we can control which aspects of an event can be filtered by selecting the topic in which it is published. Understanding the behavior of containerd from a consumer can be done by selecting one or more of these topics.

Tasks:

- [ ] Define common `Events` service
- [ ] Define event envelope to hold subsystem specific events.
- [ ] Port the `ContainerService` events to use the new service
- [ ] Add support from various other subsystems
  - [ ] Image Service
  - [ ] Content Service
  - [ ] Rootfs Service
","Currently, the ContainerService has an Events method that emits events for container lifecycle operations. The intent of this issue is to bring that event system to the wider subsystems.
The current Event type is specific to execution related use cases.
We also have a package to allow the emission of events through a common, context-based interface. Event emitters should leverage this interface to decouple the event emission code from event propagation. We should make it easy to setup a context with an event emitter that allows all subsystems to send out events.
The key to this work is defining a common envelope for emitting events. The current type, events.Envelope defines some of the necessary parts but we'll need to define a protobuf version, as well. We can start with something like this:
type Envelope struct {
  Timestamp time.Time
  Topic string // defines slash-oriented topic-heirarchy
  Event interface{}
}
We can match this with a protobuf type as follows:
protobuf
message Envelope {
  Timestamp timestamp = 1;
  string topic = 2;
  google.protobuf.Any event = 3;
}
Events can be filtered by topic. Let's say we have the following topics:
/service/container/exit
/service/container/oom
/service/content/write
/service/image/register
/plugin/register
/plugin/error
One could select all events from services with the following event filter, based on glob matching:
/service/**
If you want to know which plugins are registered, you could push in a filter like this:
/plugin/register
Effectively, we can control which aspects of an event can be filtered by selecting the topic in which it is published. Understanding the behavior of containerd from a consumer can be done by selecting one or more of these topics.
Tasks:

[ ] Define common Events service
[ ] Define event envelope to hold subsystem specific events.
[ ] Port the ContainerService events to use the new service
[ ] Add support from various other subsystems
[ ] Image Service
[ ] Content Service
[ ] Rootfs Service
",1493415312,120601,5,,956,1496692663,1497990200,11,38,2,8283,68,50
851,Support schema 1 image.,"Now containerd only supports schema 2 manifest.

However, a lot of images are still using schema 1 manifest.

We should at least support pulling schema 1 image.","Now containerd only supports schema 2 manifest.
However, a lot of images are still using schema 1 manifest.
We should at least support pulling schema 1 image.",1494624371,5821883,5,,968,1496794950,1497532518,21,0,3,498,8,6
969,Namespace Snapshots,"When trying to run two containers with the same id for the container and rootfs, we get a collision for the snapshot.

Here is the example:

```go
package main

import (
	""context""
	""fmt""
	""sync""
	""syscall""
	""time""

	""github.com/Sirupsen/logrus""
	""github.com/containerd/containerd""
	""github.com/containerd/containerd/namespaces""
)

const (
	address = ""/run/containerd/containerd.sock""
	redis   = ""docker.io/library/redis:alpine""
)

func main() {
	var (
		ctx    = context.Background()
		docker = namespaces.WithNamespace(ctx, ""docker"")
		kube   = namespaces.WithNamespace(ctx, ""kube"")
		wg     = &sync.WaitGroup{}
	)

	wg.Add(2)

	go func() {
		if err := runRedis(docker, ""redis"", wg); err != nil {
			logrus.Error(err)
		}
	}()
	go func() {
		if err := runRedis(kube, ""redis"", wg); err != nil {
			logrus.Error(err)
		}
	}()

	wg.Wait()
}

func runRedis(ctx context.Context, id string, wg *sync.WaitGroup) error {
	defer wg.Done()
	client, err := containerd.New(address)
	if err != nil {
		return err
	}
	defer client.Close()
	image, err := client.Pull(ctx, redis, containerd.WithPullUnpack)
	if err != nil {
		return err
	}
	spec, err := containerd.GenerateSpec(containerd.WithImageConfig(ctx, image))
	if err != nil {
		return err
	}
	container, err := client.NewContainer(ctx, id,
		containerd.WithSpec(spec),
		containerd.WithNewRootFS(id, image),
		containerd.WithImage(image),
	)
	if err != nil {
		return err
	}
	defer container.Delete(ctx)
	task, err := container.NewTask(ctx, containerd.Stdio)
	if err != nil {
		return err
	}
	c := make(chan struct{}, 1)
	go func() {
		if _, err := task.Wait(ctx); err != nil {
			fmt.Println(err)
		}
		close(c)
	}()
	defer task.Delete(ctx)

	if err := task.Start(ctx); err != nil {
		return err
	}
	time.Sleep(3 * time.Second)
	if err := task.Kill(ctx, syscall.SIGTERM); err != nil {
		return err
	}
	<-c
	return nil
}
```","When trying to run two containers with the same id for the container and rootfs, we get a collision for the snapshot.
Here is the example:
```go
package main
import (
    ""context""
    ""fmt""
    ""sync""
    ""syscall""
    ""time""
""github.com/Sirupsen/logrus""
""github.com/containerd/containerd""
""github.com/containerd/containerd/namespaces""

)
const (
    address = ""/run/containerd/containerd.sock""
    redis   = ""docker.io/library/redis:alpine""
)
func main() {
    var (
        ctx    = context.Background()
        docker = namespaces.WithNamespace(ctx, ""docker"")
        kube   = namespaces.WithNamespace(ctx, ""kube"")
        wg     = &sync.WaitGroup{}
    )
wg.Add(2)

go func() {
    if err := runRedis(docker, ""redis"", wg); err != nil {
        logrus.Error(err)
    }
}()
go func() {
    if err := runRedis(kube, ""redis"", wg); err != nil {
        logrus.Error(err)
    }
}()

wg.Wait()

}
func runRedis(ctx context.Context, id string, wg *sync.WaitGroup) error {
    defer wg.Done()
    client, err := containerd.New(address)
    if err != nil {
        return err
    }
    defer client.Close()
    image, err := client.Pull(ctx, redis, containerd.WithPullUnpack)
    if err != nil {
        return err
    }
    spec, err := containerd.GenerateSpec(containerd.WithImageConfig(ctx, image))
    if err != nil {
        return err
    }
    container, err := client.NewContainer(ctx, id,
        containerd.WithSpec(spec),
        containerd.WithNewRootFS(id, image),
        containerd.WithImage(image),
    )
    if err != nil {
        return err
    }
    defer container.Delete(ctx)
    task, err := container.NewTask(ctx, containerd.Stdio)
    if err != nil {
        return err
    }
    c := make(chan struct{}, 1)
    go func() {
        if _, err := task.Wait(ctx); err != nil {
            fmt.Println(err)
        }
        close(c)
    }()
    defer task.Delete(ctx)
if err := task.Start(ctx); err != nil {
    return err
}
time.Sleep(3 * time.Second)
if err := task.Kill(ctx, syscall.SIGTERM); err != nil {
    return err
}
<-c
return nil

}
```",1496855335,749551,5,,971,1496879067,1496954236,4,0,1,57,12,5
973,Potential memory leakage.,"Containerd-shim maintains a slice of all [processes](https://github.com/containerd/containerd/blob/master/linux/shim/service.go#L44). Whenever a new process is started in the container, an entry is added.

In containerd-shim API, there is method to [delete a process inside the container and get the exit status](https://github.com/containerd/containerd/blob/master/linux/shim/service.go#L101). However, there doesn't seem to be a corresponding one in [execution api](https://github.com/containerd/containerd/blob/master/api/services/execution/execution.proto#L75).

This means that if I have several long running containers, and keep exec short running processes into these containers, it will eventually break containerd.

For `Exec` in Kubernetes integration, am I supposed to use the shim api to delete the process? Or did I miss anything?

Should we add `Pid` in `Delete` or add another `DeleteProcess` function in execution service?

/cc @crosbymichael @mlaventure ","Containerd-shim maintains a slice of all processes. Whenever a new process is started in the container, an entry is added.
In containerd-shim API, there is method to delete a process inside the container and get the exit status. However, there doesn't seem to be a corresponding one in execution api.
This means that if I have several long running containers, and keep exec short running processes into these containers, it will eventually break containerd.
For Exec in Kubernetes integration, am I supposed to use the shim api to delete the process? Or did I miss anything?
Should we add Pid in Delete or add another DeleteProcess function in execution service?
/cc @crosbymichael @mlaventure ",1496888730,5821883,5,347599646,978,1496947586,1497286813,11,10,1,646,225,16
981,`ctr list` fails with `ctr: container is not based on an image`,"cf https://github.com/containerd/containerd/pull/962#discussion_r120931423

Running `ctr list` when there are containers which were created by something other than `ctr` itself (in my case it is https://github.com/docker/swarmkit/pull/1965, I expect anything which does not use `WithImage` when calling `client.NewContainer` will expose it) results in `ctr: container is not based on an image`.","cf https://github.com/containerd/containerd/pull/962#discussion_r120931423
Running ctr list when there are containers which were created by something other than ctr itself (in my case it is https://github.com/docker/swarmkit/pull/1965, I expect anything which does not use WithImage when calling client.NewContainer will expose it) results in ctr: container is not based on an image.",1497000542,12985729,1,347599646,997,1497378284,1497385565,3,0,1,14,7,2
1004,store.Writer does not check for existing blob,"fetcher expects `store.Writer` to return `ErrExisting`. `remotestore` implements it with stat call https://github.com/containerd/containerd/blob/master/services/content/store.go#L149 but `store` package itself https://github.com/containerd/containerd/blob/master/content/store.go#L229 doesn't implement it, creating an inconsistent behavior.

@dmcgowan ","fetcher expects store.Writer to return ErrExisting. remotestore implements it with stat call https://github.com/containerd/containerd/blob/master/services/content/store.go#L149 but store package itself https://github.com/containerd/containerd/blob/master/content/store.go#L229 doesn't implement it, creating an inconsistent behavior.
@dmcgowan ",1497471319,585223,1,,1006,1497477305,1497644948,5,0,1,7,1,1
989,Investigate gRPC conn timeout re: `WithBlock()`,Placeholder so we remember to look into the timeout comment in `WithTimeout()` related to whether the connection is blocking or non-blocking. Reference #986,Placeholder so we remember to look into the timeout comment in WithTimeout() related to whether the connection is blocking or non-blocking. Reference #986,1497054356,1397980,1,,1007,1497478140,1498061080,6,4,1,15,11,2
999,"Kill should return known ""process not running"" error if process does not exist.","When using `unix.Kill()` to kill a process, you know whether a process already exited or not by checking whether the returned error is `syscall.ESRCH`.

* Current behavior of containerd `Kill` api:
If we `Kill` a container twice in a short period (e.g. first for graceful deletion, second for sigkill), the second one may get `""os: process already finished""`, which the caller doesn't know whether it should ignore or not.
* Expected behavior:
If we `Kill` a container/process which has exited, a known error should be returned, so that the caller knows whether it should ignore the error or not.

Now we could work around this by parsing the error string and look for `os: process already finished`, which is hacky and platform specific. File the issue here so that we could handle this more properly.","When using unix.Kill() to kill a process, you know whether a process already exited or not by checking whether the returned error is syscall.ESRCH.

Current behavior of containerd Kill api:
If we Kill a container twice in a short period (e.g. first for graceful deletion, second for sigkill), the second one may get ""os: process already finished"", which the caller doesn't know whether it should ignore or not.
Expected behavior:
If we Kill a container/process which has exited, a known error should be returned, so that the caller knows whether it should ignore the error or not.

Now we could work around this by parsing the error string and look for os: process already finished, which is hacky and platform specific. File the issue here so that we could handle this more properly.",1497394439,5821883,5,,1008,1497481998,1498250929,6,3,1,112,18,8
1046,restrict character set of namespaces,"Namespaces are being used as filesystem paths (https://github.com/containerd/containerd/pull/993#discussion_r123351807) and that is a convenient model. Since the number of namespaces should be relatively low, and we don't need to encode much information in them (we have labels).

I propose we restrict them to DNS labels. See https://www.ietf.org/rfc/rfc1035.txt for details of that character set, but it is letters, digits and `-`.

cc @Random-Liu ","Namespaces are being used as filesystem paths (https://github.com/containerd/containerd/pull/993#discussion_r123351807) and that is a convenient model. Since the number of namespaces should be relatively low, and we don't need to encode much information in them (we have labels).
I propose we restrict them to DNS labels. See https://www.ietf.org/rfc/rfc1035.txt for details of that character set, but it is letters, digits and -.
cc @Random-Liu ",1498075762,120601,5,,1059,1498091132,1498092047,2,5,1,168,2,6
1025,Add temp namespace to snapshots created by the client,Allows removing snapshots created by the client without unintentionally removing existing rootfs when `WithExistingRootFS` is used.,Allows removing snapshots created by the client without unintentionally removing existing rootfs when WithExistingRootFS is used.,1497650391,169601,5,,1079,1498244285,1498256737,2,0,1,29,19,4
1076,Client library cannot reconnect after a failure.,"Since #1007 added `grpc.FailOnNonTempDialError(true)` to the client's dial options I am finding with swarmd's containerd executor that if I glitch containerd (by restarting) it is never reconnecting and is always seeing the same error:
```
rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
```
This persists even after containerd is fine again (i.e. a new `ctr` invocation works)

I patched `ctr event` to make it easier to demonstrate see https://github.com/ijc/containerd/commit/869ec23e1fc0b8960a64f8acb7cddf5d522c44c2 which ports it to the client library and adds some retry loops with some logging. With that I run `containerd` and `ctr events`, if I then bounce the `containerd` process I get:
```
Recv failed: rpc error: code = Internal desc = transport is closing
Retrying
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
[...forever at 1s intervals...]
```

Note that ""no such file or directory"" is considered a non-temporary error (by `google.golang.org/grpc/transport.isTemporary`, which relies ultimately on `syscall.Error.Temporary()`, which considers `ENOENT` to be non-temp).

AFAICT `google.golang.org/grpc/clientconn.go.addrConn.wait` ends up latching the failure in `ac.tearDownErr` and is never reset or retried. I patched `WithTimeout` down to 10s, it does not reconnect after more than 1m even with that setting.

I'm not entirely sure what #1007 (which came about from #989) was attempting to do, in my usage it seemed like `ctr event` (patched to use the client library) fails immediately if containerd is not running irrespective of the use of `WithBlock`/`WithFailOnNonTempDialError` or `WithTimeout`. The use of `grpc.FailFast(false)` on individual calls seems to make much more difference.

For my purposes with the swarmd executor I'm was generally happy with the default behaviour with no-`WithBlock` or `WithFailOnNonTempDialError` and with `FailFast` enabled (the default) for most calls (there are small number where I want to manually retry, but mostly I can rely on the orchestrator to retry things in most cases).

/cc folks involved with #1007/#989: @dmcgowan @estesp @crosbymichael @stevvooe ","Since #1007 added grpc.FailOnNonTempDialError(true) to the client's dial options I am finding with swarmd's containerd executor that if I glitch containerd (by restarting) it is never reconnecting and is always seeing the same error:
rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
This persists even after containerd is fine again (i.e. a new ctr invocation works)
I patched ctr event to make it easier to demonstrate see https://github.com/ijc/containerd/commit/869ec23e1fc0b8960a64f8acb7cddf5d522c44c2 which ports it to the client library and adds some retry loops with some logging. With that I run containerd and ctr events, if I then bounce the containerd process I get:
Recv failed: rpc error: code = Internal desc = transport is closing
Retrying
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
[...forever at 1s intervals...]
Note that ""no such file or directory"" is considered a non-temporary error (by google.golang.org/grpc/transport.isTemporary, which relies ultimately on syscall.Error.Temporary(), which considers ENOENT to be non-temp).
AFAICT google.golang.org/grpc/clientconn.go.addrConn.wait ends up latching the failure in ac.tearDownErr and is never reset or retried. I patched WithTimeout down to 10s, it does not reconnect after more than 1m even with that setting.
I'm not entirely sure what #1007 (which came about from #989) was attempting to do, in my usage it seemed like ctr event (patched to use the client library) fails immediately if containerd is not running irrespective of the use of WithBlock/WithFailOnNonTempDialError or WithTimeout. The use of grpc.FailFast(false) on individual calls seems to make much more difference.
For my purposes with the swarmd executor I'm was generally happy with the default behaviour with no-WithBlock or WithFailOnNonTempDialError and with FailFast enabled (the default) for most calls (there are small number where I want to manually retry, but mostly I can rely on the orchestrator to retry things in most cases).
/cc folks involved with #1007/#989: @dmcgowan @estesp @crosbymichael @stevvooe ",1498229829,12985729,1,,1096,1498497719,1498510471,2,0,1,20,4,1
817,Different set of options per runtime,"Currently docker has a feature allowing using to specify different option/binaries name for the runtime to be used on a per container basis. This is unfortunately currently not possible on the master branch.

We would need a mechanism that allow us to define different ""flavor"" for a given runtime (i.e. each one with a different set of option but using the same implementation code in the case of the `linux` runtime).

","Currently docker has a feature allowing using to specify different option/binaries name for the runtime to be used on a per container basis. This is unfortunately currently not possible on the master branch.
We would need a mechanism that allow us to define different ""flavor"" for a given runtime (i.e. each one with a different set of option but using the same implementation code in the case of the linux runtime).",1494266346,16065150,1,,1098,1498507947,1498837590,11,13,5,1829,830,26
1067,runtime: add a way to update container constraints,This would allow to update various value in cgroups on linux and some hcsshim constraints on windows for instance,This would allow to update various value in cgroups on linux and some hcsshim constraints on windows for instance,1498159817,16065150,1,,1100,1498520384,1498599586,3,6,1,749,152,15
1091,type_url set correctly from container structure.,"Fixes #1052

This fix, sets the ``type_url``  correctly, while reading information from ``container``, without storing changes in ``container``  struct.

Signed-off-by: Kunal Kushwaha <kushwaha_kunal_v7@lab.ntt.co.jp>","Fixes #1052
This fix, sets the type_url  correctly, while reading information from container, without storing changes in container  struct.
Signed-off-by: Kunal Kushwaha kushwaha_kunal_v7@lab.ntt.co.jp",1498455643,2758433,1,,1133,1499292808,1499372458,5,15,5,465,438,30
